listing_id,zone,property_type,size_m2,bedrooms,bathrooms,age_years,floor,has_elevator,distance_to_business_km,distance_to_transit_km,view_quality,noise_level,has_security,has_pool,has_gym,has_social,furnished,balcony,garden,parking_spaces,pet_friendly,rent_price_gtq,price_per_m2,age_bucket,is_premium_zone
2285,Zona 16,Apartamento,82,3,2,19,5,1,3.17,2.46,4,2,0,0,0,0,0,1,1,0,1,9672.35,117.96,16-30,0
2286,Zona 4,Apartamento,116,4,3,19,6,1,1.28,0.2,4,4,0,1,0,1,0,1,1,1,1,13205.37,113.84,16-30,0
2287,Zona 18,Casa,96,3,2,15,0,0,5.44,2.07,5,2,0,1,0,1,0,1,0,1,1,7038.79,73.32,6-15,0
2288,Zona 16,Apartamento,76,3,2,10,3,1,4.13,3.29,5,2,1,0,0,1,0,0,1,0,1,9009.54,118.55,6-15,0
2289,Zona 15,Apartamento,88,3,2,14,9,1,2.0,0.67,3,3,1,0,1,1,0,1,1,2,0,12449.57,141.47,6-15,1
2290,Zona 4,Apartamento,105,4,3,31,9,1,2.16,2.59,3,3,1,0,1,1,0,0,1,0,1,11298.7,107.61,30+,0
2291,Zona 9,Casa,79,2,1,34,0,0,2.32,3.02,3,2,1,0,0,0,0,1,0,0,0,7476.0,94.63,30+,0
2292,Zona 13,Casa,161,5,4,22,0,0,1.09,2.63,2,3,1,1,0,0,0,0,1,1,1,15575.16,96.74,16-30,0
2293,Zona 18,Casa,128,4,4,11,0,0,5.98,2.24,5,1,0,1,1,0,0,0,0,1,0,9256.94,72.32,6-15,0
2294,Zona 10,Apartamento,35,1,1,8,16,1,0.54,0.36,1,5,1,0,1,1,0,0,0,1,0,5384.33,153.84,6-15,1
2295,Zona 14,Apartamento,73,3,2,27,15,1,1.28,0.7,2,3,0,0,0,1,1,0,0,0,0,9762.94,133.74,16-30,1
2296,Zona 4,Apartamento,119,4,3,20,10,1,1.69,1.65,1,5,1,1,0,0,0,0,0,1,1,11729.87,98.57,16-30,0
2297,Zona 4,Apartamento,90,3,1,35,3,1,3.1,1.76,2,3,1,1,0,1,0,1,0,0,0,8175.91,90.84,30+,0
2298,Zona 10,Apartamento,71,3,3,9,3,1,1.59,3.03,3,3,1,1,0,1,1,1,0,1,1,11069.28,155.91,6-15,1
2299,Zona 10,Casa,148,4,3,21,0,0,1.0,0.2,1,5,1,1,0,1,0,1,0,0,1,16867.42,113.97,16-30,1
2300,Zona 9,Apartamento,64,2,1,10,11,1,2.22,1.36,1,5,1,0,1,1,0,0,0,1,0,7884.11,123.19,6-15,0
2301,Zona 9,Casa,123,4,4,30,0,0,2.04,1.04,2,2,0,0,1,0,1,0,0,1,1,12591.71,102.37,16-30,0
2302,Zona 14,Apartamento,92,3,1,7,17,1,0.76,0.43,4,3,1,0,1,0,0,0,0,2,1,15222.07,165.46,6-15,1
2303,Zona 13,Casa,70,2,1,14,0,0,1.97,2.94,1,5,1,1,1,0,1,1,1,2,1,8004.79,114.35,6-15,0
2304,Zona 15,Apartamento,73,3,3,0,5,1,4.5,2.92,5,2,1,1,0,0,0,0,0,1,0,10863.44,148.81,0-5,1
2305,Zona 14,Apartamento,67,2,2,7,18,1,0.97,0.2,5,2,1,1,0,0,1,1,0,1,0,12759.91,190.45,6-15,1
2306,Zona 18,Apartamento,85,3,1,15,7,1,6.13,3.11,4,2,1,0,0,1,0,1,1,0,1,7029.02,82.69,6-15,0
2307,Zona 18,Casa,172,5,4,10,0,0,5.27,3.71,4,1,0,1,0,0,0,1,0,0,0,11949.74,69.48,6-15,0
2308,Zona 18,Apartamento,55,2,1,15,1,0,6.85,0.89,5,2,0,1,0,0,0,1,0,1,1,4657.66,84.68,6-15,0
2309,Carretera al Salvador,Casa,150,4,3,20,0,0,8.0,1.97,5,1,1,1,0,0,0,1,1,2,0,15959.33,106.4,16-30,0
2310,Zona 10,Apartamento,65,2,2,16,1,1,0.71,0.99,1,5,1,1,1,1,0,0,0,0,0,8105.19,124.7,16-30,1
2311,Zona 14,Apartamento,71,3,2,31,4,1,1.85,0.71,5,2,1,1,1,1,0,0,0,2,1,11128.24,156.74,30+,1
2312,Zona 10,Apartamento,73,3,1,10,16,1,0.5,1.3,3,5,1,1,0,0,0,0,0,0,0,10294.07,141.01,6-15,1
2313,Zona 7,Casa,160,5,5,6,0,0,2.52,1.52,3,4,0,0,0,0,0,0,0,1,1,11880.66,74.25,6-15,0
2314,Zona 7,Apartamento,78,3,3,5,9,1,4.74,2.14,3,3,0,0,1,0,0,1,1,0,1,7207.04,92.4,0-5,0
2315,Zona 16,Apartamento,95,3,2,11,3,1,4.11,2.25,2,3,0,0,1,1,1,1,1,1,1,11477.56,120.82,6-15,0
2316,Zona 7,Apartamento,98,4,2,20,1,1,3.99,2.44,1,4,0,0,0,0,0,1,0,0,0,5876.78,59.97,16-30,0
2317,Carretera al Salvador,Casa,85,2,1,18,0,0,7.71,3.14,2,3,1,0,0,1,0,1,1,1,0,8066.75,94.9,16-30,0
2318,Zona 5,Apartamento,55,2,1,14,6,1,2.8,1.39,4,1,0,1,0,0,0,0,0,1,0,5639.86,102.54,6-15,0
2319,Zona 5,Casa,95,3,3,17,0,0,3.63,0.88,1,4,0,0,0,0,0,1,0,2,1,6944.93,73.1,16-30,0
2320,Zona 18,Casa,131,4,3,21,0,0,6.94,2.47,5,1,1,0,1,1,0,0,1,0,0,9073.53,69.26,16-30,0
2321,Zona 10,Apartamento,74,3,2,29,8,1,0.2,0.45,3,2,1,1,1,1,0,0,1,1,1,10579.98,142.97,16-30,1
2322,Zona 4,Apartamento,102,4,3,28,8,1,1.37,0.2,1,4,1,1,1,1,0,1,1,2,0,10756.4,105.45,16-30,0
2323,Zona 16,Casa,127,4,3,8,0,0,3.37,3.98,4,2,1,1,0,0,0,1,0,0,0,14821.45,116.7,6-15,0
2324,Zona 4,Apartamento,101,4,3,33,7,1,2.49,0.2,3,5,1,1,1,1,0,1,0,1,0,10726.26,106.2,30+,0
2325,Zona 10,Apartamento,63,2,2,0,12,1,0.52,1.7,2,5,1,1,1,1,0,0,0,0,1,9552.12,151.62,0-5,1
2326,Zona 13,Casa,102,3,2,5,0,0,3.49,2.45,2,3,1,0,0,1,0,1,1,0,0,11277.53,110.56,0-5,0
2327,Zona 9,Apartamento,73,3,3,6,12,1,0.66,0.89,1,5,1,0,1,0,0,1,0,1,1,8997.81,123.26,6-15,0
2328,Zona 15,Casa,88,3,2,16,0,0,2.41,1.11,5,1,1,1,0,0,0,1,1,0,0,11774.97,133.81,16-30,1
2329,Zona 10,Apartamento,110,4,4,14,11,1,2.86,0.98,1,5,1,0,0,1,0,1,0,1,1,13829.6,125.72,6-15,1
2330,Zona 15,Apartamento,66,2,1,34,10,1,2.17,1.51,5,2,1,0,0,0,1,0,0,0,0,8237.99,124.82,30+,1
2331,Zona 14,Apartamento,71,3,1,16,15,1,2.65,0.44,3,3,1,1,1,0,0,0,1,2,0,11249.51,158.44,16-30,1
2332,Zona 4,Apartamento,44,2,2,8,2,1,1.21,1.15,1,5,1,0,0,1,0,1,0,1,1,4792.07,108.91,6-15,0
2333,Zona 16,Casa,119,3,2,17,0,0,4.53,3.05,4,2,1,1,1,0,1,1,1,2,1,14036.37,117.95,16-30,0
2334,Zona 13,Apartamento,101,4,3,20,8,1,2.41,1.43,2,3,1,0,0,1,1,1,1,0,0,11845.93,117.29,16-30,0
2335,Zona 9,Apartamento,35,1,1,17,6,1,1.11,2.18,2,4,1,0,0,1,0,1,1,0,1,4266.44,121.9,16-30,0
2336,Zona 5,Apartamento,103,4,3,15,10,1,4.94,1.56,3,5,0,0,0,0,0,1,1,3,1,9384.38,91.11,6-15,0
2337,Carretera al Salvador,Casa,214,6,5,29,0,0,8.51,1.46,2,5,1,0,1,0,0,0,1,1,1,17431.3,81.45,16-30,0
2338,Zona 14,Apartamento,78,3,2,23,8,1,2.04,1.18,2,3,0,1,0,1,0,1,0,1,0,10857.09,139.19,16-30,1
2339,Zona 7,Casa,117,3,2,15,0,0,4.62,2.96,4,2,1,0,0,0,0,1,0,1,1,8788.13,75.11,6-15,0
2340,Zona 16,Casa,207,6,4,0,0,0,3.15,1.97,2,3,0,0,0,0,0,0,0,2,0,22756.92,109.94,0-5,0
2341,Carretera al Salvador,Casa,180,5,3,18,0,0,7.22,1.69,4,1,0,0,1,0,0,0,0,0,1,17119.74,95.11,16-30,0
2342,Zona 15,Apartamento,57,2,1,13,7,1,3.33,0.33,3,3,1,1,0,0,0,1,0,0,1,7673.57,134.62,6-15,1
2343,Carretera al Salvador,Casa,183,5,5,37,0,0,7.31,1.64,4,3,1,0,0,1,0,1,0,0,1,15146.37,82.77,30+,0
2344,Zona 16,Casa,133,4,4,1,0,0,3.75,3.47,3,2,1,0,1,0,0,1,1,1,0,15979.78,120.15,0-5,0
2345,Zona 4,Apartamento,70,2,1,19,3,1,3.51,0.78,1,5,1,0,0,1,0,1,0,2,1,7253.54,103.62,16-30,0
2346,Zona 10,Apartamento,90,3,2,17,8,1,0.58,1.59,3,3,1,1,1,1,0,1,0,1,1,13389.69,148.77,16-30,1
2347,Zona 13,Apartamento,53,2,1,10,9,1,2.95,2.71,3,5,1,1,1,1,0,0,0,0,0,6467.64,122.03,6-15,0
2348,Zona 14,Apartamento,93,3,3,6,8,1,2.12,2.74,3,5,1,0,1,0,0,1,0,0,0,13697.84,147.29,6-15,1
2349,Zona 4,Casa,105,3,1,12,0,0,2.47,1.2,1,5,1,1,0,1,0,0,0,1,0,10607.18,101.02,6-15,0
2350,Zona 7,Casa,109,3,2,11,0,0,4.36,0.86,1,5,0,0,0,1,0,1,0,1,0,7305.44,67.02,6-15,0
2351,Zona 10,Apartamento,82,3,2,6,3,1,0.2,2.02,2,4,1,1,1,1,1,1,0,1,0,11851.72,144.53,6-15,1
2352,Zona 16,Casa,136,4,3,15,0,0,3.37,1.89,3,3,1,1,0,0,0,0,0,0,0,13941.52,102.51,6-15,0
2353,Zona 7,Apartamento,65,2,1,31,7,1,5.15,2.15,4,2,0,0,0,0,0,1,0,2,0,4852.97,74.66,30+,0
2354,Zona 18,Casa,118,3,2,19,0,0,5.96,1.61,2,4,1,0,0,0,1,1,0,1,0,7461.98,63.24,16-30,0
2355,Zona 13,Apartamento,69,2,1,11,3,1,2.85,4.15,3,4,1,0,0,0,0,0,0,0,1,7500.5,108.7,6-15,0
2356,Zona 14,Apartamento,35,1,1,8,2,1,0.92,0.89,3,3,1,1,0,1,0,0,0,2,0,5804.0,165.83,6-15,1
2357,Zona 13,Apartamento,93,3,1,15,7,1,2.18,2.54,4,3,1,1,0,0,1,1,0,1,0,10675.42,114.79,6-15,0
2358,Zona 16,Apartamento,80,3,2,12,8,1,4.52,1.06,4,2,1,1,0,1,0,1,0,1,0,11232.49,140.41,6-15,0
2359,Zona 14,Casa,185,5,5,0,0,0,0.34,2.25,5,2,1,0,1,1,0,0,0,1,0,29848.72,161.34,0-5,1
2360,Zona 14,Apartamento,79,3,2,21,2,1,1.36,1.5,1,5,0,0,1,0,0,1,0,2,1,9770.89,123.68,16-30,1
2361,Zona 5,Casa,198,6,5,20,0,0,3.99,2.87,1,5,0,0,0,1,1,1,1,0,1,13796.28,69.68,16-30,0
2362,Zona 9,Apartamento,60,2,1,25,9,1,0.42,0.2,3,2,0,0,0,1,0,1,0,2,1,7591.85,126.53,16-30,0
2363,Zona 10,Apartamento,65,2,1,14,2,1,0.28,0.2,2,4,0,0,1,1,0,1,0,1,1,8916.86,137.18,6-15,1
2364,Zona 10,Apartamento,73,3,3,17,11,1,0.2,1.56,2,4,0,1,0,1,0,0,0,1,0,9456.89,129.55,16-30,1
2365,Zona 10,Apartamento,76,3,2,20,15,1,0.2,1.36,1,4,1,0,0,0,0,0,1,2,0,10352.67,136.22,16-30,1
2366,Zona 15,Apartamento,91,3,2,7,1,0,2.07,0.96,2,5,1,0,0,1,0,1,0,1,1,11302.68,124.21,6-15,1
2367,Carretera al Salvador,Casa,106,3,2,18,0,0,7.74,3.71,3,4,1,0,0,0,0,1,0,1,1,9353.32,88.24,16-30,0
2368,Zona 10,Apartamento,35,1,1,30,12,1,1.37,1.04,2,2,1,0,1,1,0,0,0,0,1,4799.02,137.11,16-30,1
2369,Zona 5,Apartamento,96,3,3,9,5,1,5.23,1.87,4,3,1,0,0,1,0,1,1,1,1,9211.59,95.95,6-15,0
2370,Zona 13,Apartamento,74,3,2,15,5,1,2.74,2.31,1,5,1,0,1,0,0,1,0,1,1,7765.71,104.94,6-15,0
2371,Zona 14,Apartamento,62,2,1,22,18,1,0.72,0.76,3,3,1,1,1,0,1,0,0,2,1,10192.29,164.39,16-30,1
2372,Zona 4,Apartamento,95,3,2,0,1,1,1.0,1.14,4,3,0,0,1,1,0,1,0,1,1,12140.68,127.8,0-5,0
2373,Zona 4,Apartamento,80,3,2,15,9,1,1.74,1.83,5,2,1,1,1,0,0,0,0,1,0,10357.2,129.46,6-15,0
2374,Zona 7,Casa,138,4,4,11,0,0,4.22,3.22,2,4,0,0,0,0,1,1,1,2,1,10492.22,76.03,6-15,0
2375,Zona 15,Apartamento,84,3,3,18,6,1,2.28,1.65,5,1,1,1,1,1,0,1,1,2,1,12815.96,152.57,16-30,1
2376,Zona 10,Apartamento,60,2,1,17,8,1,1.92,1.35,3,4,1,0,1,1,0,0,0,1,0,8575.23,142.92,16-30,1
2377,Zona 10,Casa,164,5,4,16,0,0,2.29,0.72,3,3,1,1,1,0,0,0,0,0,1,20070.25,122.38,16-30,1
2378,Zona 14,Apartamento,90,3,2,16,2,1,0.83,0.66,2,2,1,1,0,1,1,1,0,1,1,13280.65,147.56,16-30,1
2379,Zona 14,Apartamento,98,4,4,13,17,1,0.59,1.33,5,3,1,1,0,1,0,1,0,0,1,16349.84,166.84,6-15,1
2380,Zona 10,Apartamento,86,3,2,6,7,1,1.74,1.94,2,5,1,1,1,1,1,1,0,2,1,12378.71,143.94,6-15,1
2381,Carretera al Salvador,Casa,148,4,3,0,0,0,9.21,1.45,2,4,1,1,1,1,0,1,0,1,1,14475.23,97.81,0-5,0
2382,Zona 10,Apartamento,63,2,2,12,15,1,0.35,0.2,2,3,1,0,1,0,0,1,0,1,0,9420.2,149.53,6-15,1
2383,Zona 15,Apartamento,117,4,3,18,6,1,3.24,1.55,4,2,1,1,0,0,0,0,0,1,1,15447.63,132.03,16-30,1
2384,Zona 9,Apartamento,57,2,1,8,7,1,2.91,3.47,1,5,1,1,0,0,1,1,0,2,0,7027.27,123.29,6-15,0
2385,Zona 10,Apartamento,112,4,3,0,1,1,1.22,0.2,3,4,0,1,0,1,0,1,1,1,0,16352.77,146.01,0-5,1
2386,Zona 10,Apartamento,69,2,1,9,15,1,0.2,1.12,5,2,1,0,0,1,0,1,1,2,0,11456.69,166.04,6-15,1
2387,Zona 14,Apartamento,103,4,4,7,18,1,1.43,0.58,3,4,1,1,0,1,0,0,0,0,1,15924.76,154.61,6-15,1
2388,Zona 13,Apartamento,71,3,2,21,6,1,2.54,2.29,1,5,1,0,1,0,1,1,0,1,1,7923.08,111.59,16-30,0
2389,Zona 14,Apartamento,35,1,1,11,2,1,0.73,1.13,5,1,1,0,0,1,1,0,0,1,1,6316.77,180.48,6-15,1
2390,Zona 13,Casa,137,4,3,26,0,0,0.81,1.58,4,4,1,0,0,0,0,1,0,1,1,13518.12,98.67,16-30,0
2391,Zona 7,Apartamento,66,2,2,0,5,1,4.25,3.05,4,2,1,1,1,0,0,1,1,3,1,7332.03,111.09,0-5,0
2392,Zona 4,Apartamento,110,4,3,13,8,1,1.43,0.5,3,4,1,0,0,1,0,1,1,2,1,13472.57,122.48,6-15,0
2393,Zona 16,Apartamento,99,4,3,15,8,1,4.73,1.47,3,3,1,1,0,0,0,0,0,1,1,11894.89,120.15,6-15,0
2394,Carretera al Salvador,Apartamento,81,3,2,3,10,1,8.4,2.42,4,4,0,1,1,1,0,0,0,1,1,9249.54,114.19,0-5,0
2395,Zona 7,Casa,110,3,2,24,0,0,3.76,2.37,2,2,1,0,0,0,0,0,1,0,0,7401.54,67.29,16-30,0
2396,Zona 18,Casa,125,4,3,11,0,0,6.67,2.19,1,5,0,0,0,1,0,1,1,1,0,7466.21,59.73,6-15,0
2397,Zona 14,Apartamento,80,3,2,2,11,1,0.2,0.84,3,4,1,0,1,1,0,1,0,0,1,13350.23,166.88,0-5,1
2398,Carretera al Salvador,Casa,169,5,4,11,0,0,7.94,1.58,1,4,1,0,0,0,0,1,0,2,1,14842.71,87.83,6-15,0
2399,Zona 15,Apartamento,78,3,2,12,8,1,0.98,1.98,5,1,1,0,0,0,0,1,1,1,0,11843.77,151.84,6-15,1
2400,Zona 9,Casa,149,4,3,15,0,0,1.97,0.31,3,5,1,0,0,0,0,1,0,0,0,15386.33,103.26,6-15,0
2401,Zona 10,Apartamento,53,2,3,15,16,1,0.2,0.2,2,5,1,0,1,1,1,0,1,1,0,8309.64,156.79,6-15,1
2402,Zona 14,Apartamento,85,3,2,5,11,1,0.29,0.86,4,3,1,0,1,0,0,1,0,0,1,14418.33,169.63,0-5,1
2403,Zona 15,Casa,182,5,4,2,0,0,3.1,4.78,3,1,1,0,0,1,0,1,0,1,1,23417.56,128.67,0-5,1
2404,Carretera al Salvador,Apartamento,92,3,2,14,3,0,7.77,2.51,2,3,1,1,1,0,0,1,0,1,1,9157.16,99.53,6-15,0
2405,Zona 10,Apartamento,63,2,2,25,15,1,1.32,1.34,5,2,1,0,1,1,1,1,0,1,0,10005.98,158.83,16-30,1
2406,Zona 10,Apartamento,70,2,2,4,8,1,0.8,0.54,1,5,1,0,0,0,0,1,0,2,0,9979.69,142.57,0-5,1
2407,Zona 18,Casa,198,6,5,3,0,0,6.25,2.06,4,2,0,1,0,0,0,1,1,1,0,14488.63,73.17,0-5,0
2408,Zona 13,Casa,119,3,2,3,0,0,2.97,3.64,2,4,0,0,1,1,0,1,0,1,0,11824.18,99.36,0-5,0
2409,Zona 14,Apartamento,71,3,3,20,9,1,0.2,0.2,4,2,1,1,0,0,0,0,0,0,1,11388.56,160.4,16-30,1
2410,Zona 7,Casa,73,2,1,12,0,0,5.13,1.67,3,2,1,0,1,0,0,1,0,0,1,5926.75,81.19,6-15,0
2411,Zona 7,Casa,131,4,3,30,0,0,5.22,2.6,3,3,1,0,0,0,0,1,1,1,1,8903.6,67.97,16-30,0
2412,Zona 10,Apartamento,93,3,2,12,6,1,2.2,1.78,1,5,1,1,0,1,0,1,0,0,0,11656.93,125.34,6-15,1
2413,Zona 4,Apartamento,106,4,3,14,8,1,1.05,2.26,3,4,1,1,0,1,1,1,1,1,1,13353.22,125.97,6-15,0
2414,Zona 15,Apartamento,116,4,4,8,2,1,2.76,1.43,3,2,0,0,0,1,0,0,0,0,0,15298.09,131.88,6-15,1
2415,Zona 16,Casa,152,4,4,29,0,0,3.12,1.64,5,1,1,0,0,0,0,0,0,1,0,16924.04,111.34,16-30,0
2416,Zona 18,Apartamento,85,3,2,27,5,1,6.71,0.2,4,3,0,0,0,1,0,1,0,2,1,6187.2,72.79,16-30,0
2417,Zona 10,Apartamento,86,3,2,18,2,1,1.14,1.66,2,3,1,1,0,0,1,1,0,1,0,10991.08,127.8,16-30,1
2418,Zona 10,Apartamento,69,2,1,16,17,1,0.2,2.1,3,2,1,0,0,1,0,0,0,2,1,10431.95,151.19,16-30,1
2419,Zona 10,Apartamento,67,2,1,16,12,1,1.37,2.62,2,4,1,1,0,1,0,1,0,2,0,9542.92,142.43,16-30,1
2420,Zona 16,Apartamento,89,3,3,24,10,1,4.95,1.77,4,3,0,0,1,0,0,1,0,2,1,10551.76,118.56,16-30,0
2421,Zona 4,Casa,148,4,3,21,0,0,1.92,2.43,4,4,1,0,0,1,0,1,0,1,0,15181.3,102.58,16-30,0
2422,Zona 15,Apartamento,102,4,2,4,6,1,3.12,3.11,5,1,1,1,1,0,0,0,1,1,1,15225.01,149.26,0-5,1
2423,Zona 16,Casa,184,5,4,15,0,0,3.71,0.79,3,1,0,0,0,0,0,1,0,1,1,19961.38,108.49,6-15,0
2424,Carretera al Salvador,Apartamento,59,2,1,18,4,1,8.14,1.11,2,2,1,0,0,0,0,0,1,0,1,5976.18,101.29,16-30,0
2425,Zona 14,Casa,145,4,1,1,0,0,0.2,0.67,5,1,1,1,1,0,0,1,1,0,1,23959.6,165.24,0-5,1
2426,Zona 10,Apartamento,65,2,2,13,3,1,2.07,1.47,3,2,1,1,0,0,0,1,0,0,1,9238.25,142.13,6-15,1
2427,Zona 16,Apartamento,74,3,2,3,10,1,5.09,2.84,1,5,1,0,1,0,0,1,1,0,1,9575.35,129.4,0-5,0
2428,Zona 15,Casa,178,5,4,13,0,0,1.7,3.07,3,2,1,1,0,0,0,1,1,1,1,21564.36,121.15,6-15,1
2429,Zona 4,Apartamento,90,3,2,13,6,1,2.17,2.07,1,3,0,1,0,1,0,0,0,0,0,9436.08,104.85,6-15,0
2430,Zona 15,Apartamento,66,2,1,0,3,1,3.43,4.55,2,3,1,0,0,1,0,1,0,1,1,8652.79,131.1,0-5,1
2431,Zona 18,Casa,130,4,3,16,0,0,6.14,2.15,3,3,0,0,1,1,0,1,0,1,0,8352.19,64.25,16-30,0
2432,Zona 9,Apartamento,49,2,1,11,10,1,2.02,0.2,4,3,1,0,1,1,0,1,0,2,1,7174.98,146.43,6-15,0
2433,Zona 13,Apartamento,91,3,1,25,1,1,3.58,1.26,1,5,1,0,0,0,0,1,1,1,1,8356.14,91.83,16-30,0
2434,Zona 7,Apartamento,101,4,4,8,6,1,3.89,1.39,4,2,1,0,0,0,0,1,0,1,1,9193.49,91.02,6-15,0
2435,Zona 18,Casa,70,2,1,16,0,0,3.57,2.37,4,4,1,0,0,1,0,0,0,2,1,5175.69,73.94,16-30,0
2436,Zona 9,Apartamento,43,2,1,29,11,1,0.86,1.52,1,4,0,0,1,0,0,1,0,1,1,4968.26,115.54,16-30,0
2437,Zona 16,Casa,184,5,5,14,0,0,3.22,2.41,4,3,0,0,1,1,0,0,0,0,0,20136.52,109.44,6-15,0
2438,Zona 14,Apartamento,85,3,2,27,1,1,0.2,0.57,3,3,1,0,0,1,0,1,0,1,0,11604.43,136.52,16-30,1
2439,Zona 10,Apartamento,74,3,2,19,15,1,1.13,1.29,1,5,1,1,1,1,1,1,0,2,0,10660.46,144.06,16-30,1
2440,Carretera al Salvador,Casa,185,5,4,15,0,0,9.67,2.95,5,1,1,0,0,1,0,0,0,1,1,19039.03,102.91,6-15,0
2441,Zona 16,Casa,185,5,3,13,0,0,3.73,2.95,3,2,1,1,1,0,0,1,0,1,0,20652.29,111.63,6-15,0
2442,Carretera al Salvador,Apartamento,100,4,4,20,9,1,7.21,1.77,3,2,1,0,1,1,0,1,0,2,0,9990.85,99.91,16-30,0
2443,Zona 10,Apartamento,66,2,1,17,11,1,0.2,0.9,3,4,0,1,1,0,0,1,0,1,1,9420.71,142.74,16-30,1
2444,Zona 10,Apartamento,59,2,1,26,7,1,1.58,1.11,1,5,1,0,1,1,0,1,0,0,0,6777.67,114.88,16-30,1
2445,Zona 16,Apartamento,95,3,2,15,1,1,4.28,3.64,1,3,0,0,0,1,0,0,1,2,1,10163.99,106.99,6-15,0
2446,Zona 14,Apartamento,71,3,3,13,13,1,0.2,1.26,2,4,1,1,1,1,1,0,0,0,0,11202.73,157.78,6-15,1
2447,Zona 15,Apartamento,74,3,2,6,5,1,1.9,1.74,2,3,1,0,0,1,0,0,0,1,1,9752.05,131.78,6-15,1
2448,Zona 16,Casa,142,4,5,9,0,0,3.7,3.23,4,4,1,0,1,0,0,0,1,0,1,16291.62,114.73,6-15,0
2449,Zona 10,Apartamento,84,3,2,13,10,1,2.32,1.08,3,3,1,0,1,0,0,1,0,2,1,12379.69,147.38,6-15,1
2450,Carretera al Salvador,Apartamento,78,3,2,17,2,1,8.13,0.21,5,3,1,0,0,1,0,0,0,0,0,7958.58,102.03,16-30,0
2451,Zona 16,Casa,116,3,2,15,0,0,5.33,0.92,3,2,1,0,0,1,0,1,0,2,1,13257.1,114.29,6-15,0
2452,Zona 4,Casa,189,5,5,20,0,0,3.15,1.29,2,4,1,0,0,0,0,1,0,0,1,17886.99,94.64,16-30,0
2453,Carretera al Salvador,Casa,152,4,3,11,0,0,7.12,1.54,5,1,1,0,1,0,0,1,1,1,0,15794.43,103.91,6-15,0
2454,Zona 10,Apartamento,67,2,1,14,2,1,1.44,1.32,2,3,1,1,0,1,1,0,0,1,1,9196.64,137.26,6-15,1
2455,Zona 10,Apartamento,67,2,2,14,11,1,0.36,1.91,3,3,1,0,1,1,0,1,0,1,1,9962.95,148.7,6-15,1
2456,Zona 10,Apartamento,63,2,1,24,11,1,0.2,1.55,4,2,0,0,0,1,1,1,0,1,1,9451.5,150.02,16-30,1
2457,Zona 14,Apartamento,75,3,1,19,18,1,0.2,2.26,3,2,1,1,1,1,0,1,0,0,0,11946.36,159.28,16-30,1
2458,Zona 5,Apartamento,87,3,1,26,5,1,3.94,1.9,5,1,0,0,1,0,0,1,1,1,0,8383.72,96.36,16-30,0
2459,Zona 10,Apartamento,69,2,2,6,16,1,0.2,1.65,2,4,1,0,1,1,0,0,0,1,0,10188.85,147.66,6-15,1
2460,Zona 14,Apartamento,56,2,1,9,17,1,2.35,2.05,4,3,1,1,0,1,0,1,0,0,0,9508.53,169.8,6-15,1
2461,Zona 10,Apartamento,66,2,1,20,4,1,0.95,0.2,1,5,1,0,1,0,0,0,0,0,0,8271.9,125.33,16-30,1
2462,Zona 15,Apartamento,83,3,3,9,1,0,2.41,1.57,5,1,1,0,0,1,0,1,1,1,0,12156.7,146.47,6-15,1
2463,Zona 5,Casa,171,5,4,20,0,0,3.51,0.63,2,3,1,1,1,0,0,1,0,0,1,13281.24,77.67,16-30,0
2464,Zona 10,Casa,122,3,3,16,0,0,0.93,0.77,2,4,1,0,1,1,0,1,0,1,1,15211.37,124.68,16-30,1
2465,Zona 13,Apartamento,94,3,2,15,7,1,2.88,3.44,5,1,0,0,0,0,0,0,0,1,0,10904.26,116.0,6-15,0
2466,Zona 9,Apartamento,66,2,1,28,16,1,1.01,2.0,3,5,1,0,0,1,0,1,0,1,1,7507.53,113.75,16-30,0
2467,Zona 14,Apartamento,60,2,1,25,13,1,0.2,1.96,3,2,1,1,0,1,1,1,0,1,1,9473.84,157.9,16-30,1
2468,Zona 18,Casa,210,6,5,21,0,0,6.71,3.87,4,2,1,0,0,0,0,1,0,0,0,13015.62,61.98,16-30,0
2469,Zona 15,Apartamento,80,3,1,3,10,1,3.14,2.82,5,1,1,1,1,1,0,1,0,2,0,13060.22,163.25,0-5,1
2470,Zona 5,Apartamento,100,4,3,6,10,1,4.06,2.92,2,4,1,0,0,0,0,1,1,1,0,9011.92,90.12,6-15,0
2471,Zona 15,Apartamento,110,4,4,15,9,1,2.87,0.2,3,3,0,0,1,0,0,1,0,2,0,14551.66,132.29,6-15,1
2472,Zona 14,Apartamento,67,2,2,0,17,1,0.68,0.2,3,3,1,1,0,0,0,0,0,0,0,11525.13,172.02,0-5,1
2473,Zona 7,Apartamento,72,3,3,37,9,1,4.15,2.93,3,3,0,0,0,1,0,0,1,0,0,5160.67,71.68,30+,0
2474,Zona 9,Apartamento,64,2,1,32,12,1,1.2,1.49,4,3,1,1,1,1,0,0,0,0,0,8065.77,126.03,30+,0
2475,Zona 16,Casa,219,6,5,10,0,0,3.84,3.13,2,5,1,1,0,0,0,0,1,0,1,22331.26,101.97,6-15,0
2476,Zona 15,Apartamento,57,2,1,11,4,1,2.09,2.84,4,2,1,0,0,0,0,1,0,1,1,7847.63,137.68,6-15,1
2477,Zona 14,Apartamento,89,3,4,15,4,1,1.87,2.8,4,2,1,1,0,0,0,1,0,0,0,13650.92,153.38,6-15,1
